Entity,Sentiment_Word,Co_occurrence_Count,Inferred_Reason
人,傷,1,'人' is a noun entity and '傷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,喜歡,1,'人' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,在乎,1,'人' is a noun entity and '在乎' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,感傷,1,'人' is a noun entity and '感傷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,慢慢,1,'人' is a noun entity and '慢慢' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,新,1,'人' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,消,1,'人' is a noun entity and '消' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,自私,1,'人' is a noun entity and '自私' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,覺得,1,'人' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,長壽,1,'人' is a noun entity and '長壽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,鼻酸,1,'人' is a noun entity and '鼻酸' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
副歌,感覺,1,'副歌' is a noun entity and '感覺' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
副歌,覺得,1,'副歌' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
力,多滋,1,'力' is a noun entity and '多滋' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動力,另,1,'動力' is a noun entity and '另' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
口音,道地,1,'口音' is a noun entity and '道地' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
可樂果,辣,1,'可樂果' is a noun entity and '辣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
台語,道地,1,'台語' is a noun entity and '道地' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
吸塵器,清潔,1,'吸塵器' is a noun entity and '清潔' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
唐從聖,開始,1,'唐從聖' is a noun entity and '開始' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
問題,瘦,1,'問題' is a noun entity and '瘦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
單曲,新,1,'單曲' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
團體,實至名歸,1,'團體' is a noun entity and '實至名歸' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
土味,對味,1,'土味' is a noun entity and '對味' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
地位,危險,1,'地位' is a noun entity and '危險' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
多利多滋,無辜,1,'多利多滋' is a noun entity and '無辜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
多利多茲,喜歡,1,'多利多茲' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夢幻,久,1,'夢幻' is a noun entity and '久' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夢幻,大大,1,'夢幻' is a noun entity and '大大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夢幻,好聽,1,'夢幻' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夢幻,期待,1,'夢幻' is a noun entity and '期待' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夢幻,棒,1,'夢幻' is a noun entity and '棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
天啊,帥,1,'天啊' is a noun entity and '帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
太太太,爆帥,1,'太太太' is a noun entity and '爆帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女,知道,1,'女' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女,開始,1,'女' is a noun entity and '開始' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女生,覺得,1,'女生' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
嬤,新,1,'嬤' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
字幕,出現,1,'字幕' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
專輯,新,1,'專輯' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
少子,情情愛愛,1,'少子' is a noun entity and '情情愛愛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
年紀,大,1,'年紀' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
年紀,帥,1,'年紀' is a noun entity and '帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影子,重,1,'影子' is a noun entity and '重' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影片,好看,1,'影片' is a noun entity and '好看' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影片,新,1,'影片' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影片,酷,1,'影片' is a noun entity and '酷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
循環,喜歡,1,'循環' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,傷,1,'心' is a noun entity and '傷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,深,1,'心' is a noun entity and '深' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心黑,惡毒,1,'心黑' is a noun entity and '惡毒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
性,那麼多,1,'性' is a noun entity and '那麼多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
情歌,對味,1,'情歌' is a noun entity and '對味' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
意義,精彩,1,'意義' is a noun entity and '精彩' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
愛,帥,1,'愛' is a noun entity and '帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,好聽,1,'感覺' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,痛,1,'感覺' is a noun entity and '痛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,道地,1,'感覺' is a noun entity and '道地' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
料,餒,1,'料' is a noun entity and '餒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
新歌,喜番,1,'新歌' is a noun entity and '喜番' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
旋律,慵懶,1,'旋律' is a noun entity and '慵懶' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
旋律,爽,1,'旋律' is a noun entity and '爽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
旋律,自在,1,'旋律' is a noun entity and '自在' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
日期,一樣,1,'日期' is a noun entity and '一樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
春風,開始,1,'春風' is a noun entity and '開始' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,喜歡,1,'時候' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,多力,1,'時候' is a noun entity and '多力' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,多滋,1,'時候' is a noun entity and '多滋' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,開始,1,'時候' is a noun entity and '開始' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時間,上片,1,'時間' is a noun entity and '上片' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時間,出現,1,'時間' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時間,直接,1,'時間' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
曲風,一樣,1,'曲風' is a noun entity and '一樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
書,感覺,1,'書' is a noun entity and '感覺' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
書,痛,1,'書' is a noun entity and '痛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
會,好聽,1,'會' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
柏聲,好聽,1,'柏聲' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
柏聲,慢,1,'柏聲' is a noun entity and '慢' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
桌語,好聽,1,'桌語' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
桌語,慢,1,'桌語' is a noun entity and '慢' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
業配,多力,1,'業配' is a noun entity and '多力' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
業配,多滋,1,'業配' is a noun entity and '多滋' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,帥,1,'歌' is a noun entity and '帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,感覺,1,'歌' is a noun entity and '感覺' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,慵懶,1,'歌' is a noun entity and '慵懶' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,癡情,1,'歌' is a noun entity and '癡情' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,紅,1,'歌' is a noun entity and '紅' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,自在,1,'歌' is a noun entity and '自在' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,覺得,1,'歌' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,變,1,'歌' is a noun entity and '變' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,合作,1,'歌曲' is a noun entity and '合作' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,感傷,1,'歌曲' is a noun entity and '感傷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
汁,好,1,'汁' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋葱,合作,1,'洋葱' is a noun entity and '合作' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋葱,多,1,'洋葱' is a noun entity and '多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋葱,帅,1,'洋葱' is a noun entity and '帅' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋葱,瘦,1,'洋葱' is a noun entity and '瘦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,久,1,'洋蔥' is a noun entity and '久' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,可愛,1,'洋蔥' is a noun entity and '可愛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,合,1,'洋蔥' is a noun entity and '合' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,大,1,'洋蔥' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,大大,1,'洋蔥' is a noun entity and '大大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,好,1,'洋蔥' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,好棒,1,'洋蔥' is a noun entity and '好棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,少,1,'洋蔥' is a noun entity and '少' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,帥慘,1,'洋蔥' is a noun entity and '帥慘' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,很多,1,'洋蔥' is a noun entity and '很多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,快樂,1,'洋蔥' is a noun entity and '快樂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,憨憨可愛,1,'洋蔥' is a noun entity and '憨憨可愛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,爽,1,'洋蔥' is a noun entity and '爽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,變好,1,'洋蔥' is a noun entity and '變好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,這樣,1,'洋蔥' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥,酷,1,'洋蔥' is a noun entity and '酷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥 ,帥,1,'洋蔥 ' is a noun entity and '帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥臉,瘦,1,'洋蔥臉' is a noun entity and '瘦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
洋蔥😅,覺得,1,'洋蔥😅' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
清風,全新,1,'清風' is a noun entity and '全新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
渣女,希望,1,'渣女' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
演唱會,期待,1,'演唱會' is a noun entity and '期待' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
瀏覽率,好聽,1,'瀏覽率' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
瀏覽率,慢,1,'瀏覽率' is a noun entity and '慢' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
火車,另,1,'火車' is a noun entity and '另' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
版本,大,1,'版本' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗,好聽,1,'狗' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗,慢,1,'狗' is a noun entity and '慢' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗伯,出現,1,'狗伯' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗伯,好聽,1,'狗伯' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗柏,合,1,'狗柏' is a noun entity and '合' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗柏,合作,1,'狗柏' is a noun entity and '合作' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗柏,憨憨可愛,1,'狗柏' is a noun entity and '憨憨可愛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗柏,爽,1,'狗柏' is a noun entity and '爽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狗柏,變,1,'狗柏' is a noun entity and '變' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
王士榛,強,1,'王士榛' is a noun entity and '強' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
理由,怪,1,'理由' is a noun entity and '怪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
用,少,1,'用' is a noun entity and '少' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
男子漢,完美,1,'男子漢' is a noun entity and '完美' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
男子漢,捲煙,1,'男子漢' is a noun entity and '捲煙' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
痘痘,慢慢,1,'痘痘' is a noun entity and '慢慢' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
痘痘,消,1,'痘痘' is a noun entity and '消' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
皮膚,慢慢,1,'皮膚' is a noun entity and '慢慢' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
皮膚,消,1,'皮膚' is a noun entity and '消' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
皮膚,瘦,1,'皮膚' is a noun entity and '瘦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
皮膚,變白,1,'皮膚' is a noun entity and '變白' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
神曲,新,1,'神曲' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
第三,那麼多,1,'第三' is a noun entity and '那麼多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
粿王,爆,1,'粿王' is a noun entity and '爆' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
組,憨憨可愛,1,'組' is a noun entity and '憨憨可愛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
組合,神,1,'組合' is a noun entity and '神' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
組合,酷,1,'組合' is a noun entity and '酷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
美秀,出現,1,'美秀' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
美秀,好聽,1,'美秀' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老師,大,1,'老師' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
聲音,合,1,'聲音' is a noun entity and '合' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
聲音,好,1,'聲音' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
聲音,好聽,1,'聲音' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
肥肉,喜歡,1,'肥肉' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
蔥,辣,1,'蔥' is a noun entity and '辣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
計畫,新,1,'計畫' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
訊息,出現,1,'訊息' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
調,疑,1,'調' is a noun entity and '疑' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
調,變,1,'調' is a noun entity and '變' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
調調,喜歡,1,'調調' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
調調,開始,1,'調調' is a noun entity and '開始' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
財富,寧,1,'財富' is a noun entity and '寧' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
路,重,1,'路' is a noun entity and '重' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
輩子,希望,1,'輩子' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
錢櫃,希望,1,'錢櫃' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
門面,危險,1,'門面' is a noun entity and '危險' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
雞皮疙瘩,爽,1,'雞皮疙瘩' is a noun entity and '爽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
霸軒,大大,1,'霸軒' is a noun entity and '大大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
霸軒,好聽,1,'霸軒' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
音樂,這樣,1,'音樂' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
音色,美,1,'音色' is a noun entity and '美' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
頁,多滋,1,'頁' is a noun entity and '多滋' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
預感,好听,1,'預感' is a noun entity and '好听' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
風格,死,1,'風格' is a noun entity and '死' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
食材,新,1,'食材' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
香菜,滿滿,1,'香菜' is a noun entity and '滿滿' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
