Entity,Sentiment_Word,Co_occurrence_Count,Inferred_Reason
評論,夠,2,'評論' is a noun entity and '夠' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
評論,這樣,2,'評論' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
越南人,這樣,2,'越南人' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
音樂,好,2,'音樂' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
音樂,快樂,2,'音樂' is a noun entity and '快樂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
音樂,美妙,2,'音樂' is a noun entity and '美妙' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
世界級,這樣,1,'世界級' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
乘客,老少皆宜,1,'乘客' is a noun entity and '老少皆宜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
事情,不可思議,1,'事情' is a noun entity and '不可思議' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
事情,喜歡,1,'事情' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
事情,新,1,'事情' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,不同,1,'人' is a noun entity and '不同' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,傷心,1,'人' is a noun entity and '傷心' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,優秀,1,'人' is a noun entity and '優秀' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,優美,1,'人' is a noun entity and '優美' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,努力,1,'人' is a noun entity and '努力' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,哪怕,1,'人' is a noun entity and '哪怕' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,夠,1,'人' is a noun entity and '夠' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,好,1,'人' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,成功,1,'人' is a noun entity and '成功' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,有趣,1,'人' is a noun entity and '有趣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,注意到,1,'人' is a noun entity and '注意到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,流行,1,'人' is a noun entity and '流行' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,無家可歸,1,'人' is a noun entity and '無家可歸' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,獨特,1,'人' is a noun entity and '獨特' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,知道,1,'人' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,神奇,1,'人' is a noun entity and '神奇' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,自豪,1,'人' is a noun entity and '自豪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,興奮,1,'人' is a noun entity and '興奮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,這樣,1,'人' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,驚訝,1,'人' is a noun entity and '驚訝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人們,好,1,'人們' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人士,頂尖,1,'人士' is a noun entity and '頂尖' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人才,全能,1,'人才' is a noun entity and '全能' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人才,感到,1,'人才' is a noun entity and '感到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人才,自豪,1,'人才' is a noun entity and '自豪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人才,這樣,1,'人才' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人民,這樣,1,'人民' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人物,合作,1,'人物' is a noun entity and '合作' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
代,記住,1,'代' is a noun entity and '記住' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
位置,需要,1,'位置' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
作品,了解到,1,'作品' is a noun entity and '了解到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
們,直接,1,'們' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
偶像,努力,1,'偶像' is a noun entity and '努力' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
備品,著名,1,'備品' is a noun entity and '著名' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傢伙,震驚,1,'傢伙' is a noun entity and '震驚' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傳奇,合作,1,'傳奇' is a noun entity and '合作' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
兄弟,喜歡,1,'兄弟' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
兄弟,好,1,'兄弟' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
兄弟,成功,1,'兄弟' is a noun entity and '成功' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
兄弟,辛苦,1,'兄弟' is a noun entity and '辛苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
光環,感受到,1,'光環' is a noun entity and '感受到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
兒子,美麗,1,'兒子' is a noun entity and '美麗' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
初衷,蕩然無存,1,'初衷' is a noun entity and '蕩然無存' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勇氣,年輕,1,'勇氣' is a noun entity and '年輕' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
印象,優美,1,'印象' is a noun entity and '優美' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
印象,獨特,1,'印象' is a noun entity and '獨特' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
原因,了解,1,'原因' is a noun entity and '了解' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
叔叔,好,1,'叔叔' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
口紅,備用,1,'口紅' is a noun entity and '備用' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
口紅,好,1,'口紅' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
口紅,最,1,'口紅' is a noun entity and '最' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
口紅,著名,1,'口紅' is a noun entity and '著名' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
口音,典型,1,'口音' is a noun entity and '典型' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
吸引力,好,1,'吸引力' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
告白,喜歡,1,'告白' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
問題,需要,1,'問題' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
國家,不同,1,'國家' is a noun entity and '不同' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
國家,感到,1,'國家' is a noun entity and '感到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
國家,蓬勃,1,'國家' is a noun entity and '蓬勃' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
國家,驕傲,1,'國家' is a noun entity and '驕傲' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
地方,喜歡,1,'地方' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
外國人,知道,1,'外國人' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夥伴,直接,1,'夥伴' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
孫同,優秀,1,'孫同' is a noun entity and '優秀' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
孫同,好,1,'孫同' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
孫同,感到,1,'孫同' is a noun entity and '感到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
孫同,成功,1,'孫同' is a noun entity and '成功' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
孫同,自豪,1,'孫同' is a noun entity and '自豪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
孫童,相信,1,'孫童' is a noun entity and '相信' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
學生,專業,1,'學生' is a noun entity and '專業' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
宣傳,太平,1,'宣傳' is a noun entity and '太平' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
家事,空閒,1,'家事' is a noun entity and '空閒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
寶座,頂尖,1,'寶座' is a noun entity and '頂尖' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
專輯,放心,1,'專輯' is a noun entity and '放心' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
專輯,相信,1,'專輯' is a noun entity and '相信' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
專輯,開始,1,'專輯' is a noun entity and '開始' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
小時,喜歡,1,'小時' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
層次,如此,1,'層次' is a noun entity and '如此' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
層次,深刻,1,'層次' is a noun entity and '深刻' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
層次,瞭,1,'層次' is a noun entity and '瞭' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
工作,漫長,1,'工作' is a noun entity and '漫長' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
帖子,大聲,1,'帖子' is a noun entity and '大聲' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影片,不錯,1,'影片' is a noun entity and '不錯' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影片,喜歡,1,'影片' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,夠,1,'心' is a noun entity and '夠' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,明亮,1,'心' is a noun entity and '明亮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,足夠,1,'心' is a noun entity and '足夠' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
情況,感受到,1,'情況' is a noun entity and '感受到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
愛,大,1,'愛' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
愛,感謝,1,'愛' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感受,好,1,'感受' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
應用,崩潰,1,'應用' is a noun entity and '崩潰' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
房子,用力,1,'房子' is a noun entity and '用力' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
才華,年輕,1,'才華' is a noun entity and '年輕' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
才華,流行,1,'才華' is a noun entity and '流行' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
挑戰,很多,1,'挑戰' is a noun entity and '很多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
排行榜,流行,1,'排行榜' is a noun entity and '流行' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
播放量,希望,1,'播放量' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
文化,偉大,1,'文化' is a noun entity and '偉大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
文化,感謝,1,'文化' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
文章,知道,1,'文章' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
新歌,久,1,'新歌' is a noun entity and '久' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
新歌,喜歡,1,'新歌' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
新歌,期待,1,'新歌' is a noun entity and '期待' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
新歌,棒,1,'新歌' is a noun entity and '棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
方式,專業,1,'方式' is a noun entity and '專業' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
旋律,和諧,1,'旋律' is a noun entity and '和諧' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
旋律,好,1,'旋律' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
旋律,希望,1,'旋律' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
旋律,美妙,1,'旋律' is a noun entity and '美妙' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
日曆,喜歡,1,'日曆' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,忙,1,'時候' is a noun entity and '忙' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時間,空閒,1,'時間' is a noun entity and '空閒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時間,長,1,'時間' is a noun entity and '長' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
朋友,感謝,1,'朋友' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
東,美麗,1,'東' is a noun entity and '美麗' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
東東,喜歡,1,'東東' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
標誌,感到,1,'標誌' is a noun entity and '感到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
標誌,自豪,1,'標誌' is a noun entity and '自豪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
模式,同樣,1,'模式' is a noun entity and '同樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
次數,棒,1,'次數' is a noun entity and '棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,上癮,1,'歌' is a noun entity and '上癮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,久,1,'歌' is a noun entity and '久' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,值得,1,'歌' is a noun entity and '值得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,優美,1,'歌' is a noun entity and '優美' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,奢華,1,'歌' is a noun entity and '奢華' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,好聽,1,'歌' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,如此,1,'歌' is a noun entity and '如此' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,希望,1,'歌' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,平靜,1,'歌' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,快,1,'歌' is a noun entity and '快' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,深刻,1,'歌' is a noun entity and '深刻' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,漫長,1,'歌' is a noun entity and '漫長' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,瞭,1,'歌' is a noun entity and '瞭' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,老少皆宜,1,'歌' is a noun entity and '老少皆宜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌手,喜歡,1,'歌手' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌手,太平,1,'歌手' is a noun entity and '太平' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌手,好,1,'歌手' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌手,最,1,'歌手' is a noun entity and '最' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,喜歡,1,'歌曲' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,快,1,'歌曲' is a noun entity and '快' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,慢,1,'歌曲' is a noun entity and '慢' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,火爆,1,'歌曲' is a noun entity and '火爆' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,美麗,1,'歌曲' is a noun entity and '美麗' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌詞,和諧,1,'歌詞' is a noun entity and '和諧' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌詞,覺得,1,'歌詞' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌迷,感到,1,'歌迷' is a noun entity and '感到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌迷,驕傲,1,'歌迷' is a noun entity and '驕傲' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
水平,棒,1,'水平' is a noun entity and '棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
水平,自豪,1,'水平' is a noun entity and '自豪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
決心,了不起,1,'決心' is a noun entity and '了不起' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
泰哈,特別,1,'泰哈' is a noun entity and '特別' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
活力,清晰,1,'活力' is a noun entity and '清晰' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
潮流,好聽,1,'潮流' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
犁,喜歡,1,'犁' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
產品,這樣,1,'產品' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
皇冠,喜歡,1,'皇冠' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
程式,崩潰,1,'程式' is a noun entity and '崩潰' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
童天,依舊,1,'童天' is a noun entity and '依舊' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
節奏,好,1,'節奏' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
粉絲,大,1,'粉絲' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
粉絲,忠實,1,'粉絲' is a noun entity and '忠實' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
粉絲,新,1,'粉絲' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
結尾,平靜,1,'結尾' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
結尾,覺得,1,'結尾' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
美國人,覺得,1,'美國人' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老師,叛逆,1,'老師' is a noun entity and '叛逆' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老闆,上癮,1,'老闆' is a noun entity and '上癮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老闆,久,1,'老闆' is a noun entity and '久' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老闆,專業,1,'老闆' is a noun entity and '專業' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老闆,心碎,1,'老闆' is a noun entity and '心碎' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老闆,快樂,1,'老闆' is a noun entity and '快樂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老闆,感謝,1,'老闆' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
老闆,新,1,'老闆' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
考試,結束,1,'考試' is a noun entity and '結束' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
者,很多,1,'者' is a noun entity and '很多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
者,頂尖,1,'者' is a noun entity and '頂尖' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
耕地,多,1,'耕地' is a noun entity and '多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
耳朵,適合,1,'耳朵' is a noun entity and '適合' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
聲音,獨特,1,'聲音' is a noun entity and '獨特' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
聽眾,適合,1,'聽眾' is a noun entity and '適合' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
肯亞人,喜歡,1,'肯亞人' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
肯亞人,好,1,'肯亞人' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
能量,新,1,'能量' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
能量,清晰,1,'能量' is a noun entity and '清晰' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
能量,覺得,1,'能量' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
英文,懂,1,'英文' is a noun entity and '懂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
英語,懂,1,'英語' is a noun entity and '懂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
董,感謝,1,'董' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藝人,自豪,1,'藝人' is a noun entity and '自豪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藝術家,不可思議,1,'藝術家' is a noun entity and '不可思議' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藝術家,不同,1,'藝術家' is a noun entity and '不同' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藝術家,偉大,1,'藝術家' is a noun entity and '偉大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藝術家,合作,1,'藝術家' is a noun entity and '合作' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藝術家,年輕,1,'藝術家' is a noun entity and '年輕' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藝術家,流行,1,'藝術家' is a noun entity and '流行' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藝術家,高興,1,'藝術家' is a noun entity and '高興' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
藥學,專業,1,'藥學' is a noun entity and '專業' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
街,大聲,1,'街' is a noun entity and '大聲' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
表現,滿意,1,'表現' is a noun entity and '滿意' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
西方人,優雅,1,'西方人' is a noun entity and '優雅' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
視頻,震驚,1,'視頻' is a noun entity and '震驚' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
觀點,積極,1,'觀點' is a noun entity and '積極' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
評論,孤單,1,'評論' is a noun entity and '孤單' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
評論,成真,1,'評論' is a noun entity and '成真' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
評論,足夠,1,'評論' is a noun entity and '足夠' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
詞,錯誤,1,'詞' is a noun entity and '錯誤' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
詞義,錯誤,1,'詞義' is a noun entity and '錯誤' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
語言,感受到,1,'語言' is a noun entity and '感受到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
讚,傷心,1,'讚' is a noun entity and '傷心' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
讚,感謝,1,'讚' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
讚數,增加,1,'讚數' is a noun entity and '增加' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
贊,棒,1,'贊' is a noun entity and '棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
越南人,了解到,1,'越南人' is a noun entity and '了解到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
越南人,自豪,1,'越南人' is a noun entity and '自豪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
越南語,認真,1,'越南語' is a noun entity and '認真' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
趨勢,新,1,'趨勢' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
趨勢,流行,1,'趨勢' is a noun entity and '流行' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
趨勢,熱門,1,'趨勢' is a noun entity and '熱門' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
趨勢,適合,1,'趨勢' is a noun entity and '適合' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
趨勢,需要,1,'趨勢' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
