Entity,Sentiment_Word,Co_occurrence_Count,Inferred_Reason
人,苦,1,'人' is a noun entity and '苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,走投無路,1,'人' is a noun entity and '走投無路' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,雞皮疙瘩,1,'人' is a noun entity and '雞皮疙瘩' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人,願意,1,'人' is a noun entity and '願意' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人心,振奮,1,'人心' is a noun entity and '振奮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人生,在世,1,'人生' is a noun entity and '在世' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人生,希望,1,'人生' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人生,感受,1,'人生' is a noun entity and '感受' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人生,懂,1,'人生' is a noun entity and '懂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人生,新,1,'人生' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
人生,豁達,1,'人生' is a noun entity and '豁達' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
佛,成,1,'佛' is a noun entity and '成' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
佛心,在世,1,'佛心' is a noun entity and '在世' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
佛教,難得,1,'佛教' is a noun entity and '難得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
佛歌,現代,1,'佛歌' is a noun entity and '現代' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
佛歌,輕快,1,'佛歌' is a noun entity and '輕快' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
佛經,好聽,1,'佛經' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
佛經,強,1,'佛經' is a noun entity and '強' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
佛經,這樣,1,'佛經' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
作品,新,1,'作品' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
來源,好聽,1,'來源' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
來源,渾厚,1,'來源' is a noun entity and '渾厚' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
來源,自在,1,'來源' is a noun entity and '自在' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傳奇,喪屍,1,'傳奇' is a noun entity and '喪屍' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傳奇,莫名,1,'傳奇' is a noun entity and '莫名' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
元素,喜歡,1,'元素' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
內在,交流,1,'內在' is a noun entity and '交流' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
內心,平靜,1,'內心' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
內心,清淨,1,'內心' is a noun entity and '清淨' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
內觀,重要,1,'內觀' is a noun entity and '重要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
內顯,代表,1,'內顯' is a noun entity and '代表' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
內顯,內化,1,'內顯' is a noun entity and '內化' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
切入點,直接,1,'切入點' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
南吳阿彌,舒服,1,'南吳阿彌' is a noun entity and '舒服' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
卡茲,伊伊,1,'卡茲' is a noun entity and '伊伊' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
原住民,明白,1,'原住民' is a noun entity and '明白' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
反應,長,1,'反應' is a noun entity and '長' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
反應,需要,1,'反應' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
古今人,如此,1,'古今人' is a noun entity and '如此' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
吹笛,喜歡,1,'吹笛' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
報告,快,1,'報告' is a noun entity and '快' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
報告,需要,1,'報告' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
境界,明白,1,'境界' is a noun entity and '明白' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
境界,自在,1,'境界' is a noun entity and '自在' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
境界,豁達,1,'境界' is a noun entity and '豁達' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
外在,感悟,1,'外在' is a noun entity and '感悟' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
外在,清淨,1,'外在' is a noun entity and '清淨' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
外在,知,1,'外在' is a noun entity and '知' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
天命,下凡,1,'天命' is a noun entity and '下凡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奇觀,感知到,1,'奇觀' is a noun entity and '感知到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奇觀,高,1,'奇觀' is a noun entity and '高' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女,壞,1,'女' is a noun entity and '壞' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女,好,1,'女' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女,小,1,'女' is a noun entity and '小' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
如來,知道,1,'如來' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
字,爽,1,'字' is a noun entity and '爽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
宇宙,交流,1,'宇宙' is a noun entity and '交流' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
宇宙,無關,1,'宇宙' is a noun entity and '無關' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
宗教,無關,1,'宗教' is a noun entity and '無關' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
宗教,超重,1,'宗教' is a noun entity and '超重' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
寶藏,重要,1,'寶藏' is a noun entity and '重要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
屠刀,成佛,1,'屠刀' is a noun entity and '成佛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
希望,好,1,'希望' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
彌陀佛,超屌,1,'彌陀佛' is a noun entity and '超屌' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影片,期待,1,'影片' is a noun entity and '期待' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影響,產生,1,'影響' is a noun entity and '產生' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
循環,好聽,1,'循環' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,平靜,1,'心' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,成,1,'心' is a noun entity and '成' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,斷,1,'心' is a noun entity and '斷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,清淨,1,'心' is a noun entity and '清淨' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,滿目瘡痍,1,'心' is a noun entity and '滿目瘡痍' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,知道,1,'心' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,穩,1,'心' is a noun entity and '穩' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心,自,1,'心' is a noun entity and '自' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心態,穩,1,'心態' is a noun entity and '穩' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心經,完整,1,'心經' is a noun entity and '完整' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心經,平靜,1,'心經' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心經,新穎,1,'心經' is a noun entity and '新穎' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心經,走投無路,1,'心經' is a noun entity and '走投無路' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心經心咒,好,1,'心經心咒' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心靈,完身,1,'心靈' is a noun entity and '完身' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心靈,希望,1,'心靈' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心靈,平靜,1,'心靈' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心靈,淨化,1,'心靈' is a noun entity and '淨化' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心靈,自在,1,'心靈' is a noun entity and '自在' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
念,盛開,1,'念' is a noun entity and '盛開' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
念頭,出現,1,'念頭' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
念頭,好,1,'念頭' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
怨,清淨,1,'怨' is a noun entity and '清淨' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
恨,清淨,1,'恨' is a noun entity and '清淨' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
悟,自在,1,'悟' is a noun entity and '自在' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
悟飛,直接,1,'悟飛' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
情緒,知覺,1,'情緒' is a noun entity and '知覺' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
想法,懂,1,'想法' is a noun entity and '懂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感受,理解,1,'感受' is a noun entity and '理解' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感官,理解,1,'感官' is a noun entity and '理解' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感官,覺知,1,'感官' is a noun entity and '覺知' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,好,1,'感覺' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,好聽,1,'感覺' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,平靜,1,'感覺' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,混濁,1,'感覺' is a noun entity and '混濁' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,黑悟空,1,'感覺' is a noun entity and '黑悟空' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
成就,吉祥,1,'成就' is a noun entity and '吉祥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
成就,圓滿,1,'成就' is a noun entity and '圓滿' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
我執,願,1,'我執' is a noun entity and '願' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
手,多,1,'手' is a noun entity and '多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
手,自,1,'手' is a noun entity and '自' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
手把,喜歡,1,'手把' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
手把,狹窄,1,'手把' is a noun entity and '狹窄' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
才華,厲害,1,'才華' is a noun entity and '厲害' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
才藝,覺得,1,'才藝' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
折磨,失敗,1,'折磨' is a noun entity and '失敗' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
折磨,感悟,1,'折磨' is a noun entity and '感悟' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
捷運,喜歡,1,'捷運' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
接受人,感受到,1,'接受人' is a noun entity and '感受到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
接受人,痛苦,1,'接受人' is a noun entity and '痛苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
揭諦,轉變到,1,'揭諦' is a noun entity and '轉變到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
搖滾,現代,1,'搖滾' is a noun entity and '現代' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
搖滾,真心,1,'搖滾' is a noun entity and '真心' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
搖滾,超順,1,'搖滾' is a noun entity and '超順' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
效果,喜歡,1,'效果' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
效果,棒,1,'效果' is a noun entity and '棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
文化,大眾化,1,'文化' is a noun entity and '大眾化' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
文化,流行,1,'文化' is a noun entity and '流行' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
新舊,好,1,'新舊' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
方式,年輕,1,'方式' is a noun entity and '年輕' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
日,苦,1,'日' is a noun entity and '苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,不解,1,'時候' is a noun entity and '不解' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,在世,1,'時候' is a noun entity and '在世' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,平靜,1,'時候' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,放心經,1,'時候' is a noun entity and '放心經' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,知道,1,'時候' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,覺得,1,'時候' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時間,長,1,'時間' is a noun entity and '長' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時間,需要,1,'時間' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
普砂,自在,1,'普砂' is a noun entity and '自在' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
智慧,覺悟,1,'智慧' is a noun entity and '覺悟' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
曲風,完整,1,'曲風' is a noun entity and '完整' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
曲風,新穎,1,'曲風' is a noun entity and '新穎' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
本心,願,1,'本心' is a noun entity and '願' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
東西,擔心,1,'東西' is a noun entity and '擔心' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
東西,產生,1,'東西' is a noun entity and '產生' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
林志融,好扯,1,'林志融' is a noun entity and '好扯' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
業障,徹底,1,'業障' is a noun entity and '徹底' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
概念,好看,1,'概念' is a noun entity and '好看' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
概念,好聽,1,'概念' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
概念,感謝,1,'概念' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
概念,棒,1,'概念' is a noun entity and '棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
樂器,明白,1,'樂器' is a noun entity and '明白' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,出現,1,'歌' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,好聽,1,'歌' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,強,1,'歌' is a noun entity and '強' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,感動,1,'歌' is a noun entity and '感動' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,感受到,1,'歌' is a noun entity and '感受到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,感謝,1,'歌' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,死,1,'歌' is a noun entity and '死' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,深,1,'歌' is a noun entity and '深' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,滿滿,1,'歌' is a noun entity and '滿滿' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,無關,1,'歌' is a noun entity and '無關' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,知道,1,'歌' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,肯定,1,'歌' is a noun entity and '肯定' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,超帥,1,'歌' is a noun entity and '超帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,這麼多,1,'歌' is a noun entity and '這麼多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,適合,1,'歌' is a noun entity and '適合' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,頂,1,'歌' is a noun entity and '頂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌,驚喜,1,'歌' is a noun entity and '驚喜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,新,1,'歌曲' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,期待,1,'歌曲' is a noun entity and '期待' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌曲,輕快,1,'歌曲' is a noun entity and '輕快' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌詞,正向,1,'歌詞' is a noun entity and '正向' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌詞,莫名,1,'歌詞' is a noun entity and '莫名' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
歌詞,難背,1,'歌詞' is a noun entity and '難背' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
毒駕,這麼多,1,'毒駕' is a noun entity and '這麼多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
水,大,1,'水' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
水,感受,1,'水' is a noun entity and '感受' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
水滴,溶,1,'水滴' is a noun entity and '溶' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
水滴,直接,1,'水滴' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
水滴,轉變到,1,'水滴' is a noun entity and '轉變到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
涅槃,重生,1,'涅槃' is a noun entity and '重生' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
涅盤,直接,1,'涅盤' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
淚流,溶,1,'淚流' is a noun entity and '溶' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
淚流,直接,1,'淚流' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
淤泥,污濁,1,'淤泥' is a noun entity and '污濁' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
湖川,溶,1,'湖川' is a noun entity and '溶' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
湖川,直接,1,'湖川' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
湖川,轉變到,1,'湖川' is a noun entity and '轉變到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
演唱會,喜歡,1,'演唱會' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
演唱會,期待,1,'演唱會' is a noun entity and '期待' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
無力感,超重,1,'無力感' is a noun entity and '超重' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
煩惱,在世,1,'煩惱' is a noun entity and '在世' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
煩惱,懂,1,'煩惱' is a noun entity and '懂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
煩惱,痛苦,1,'煩惱' is a noun entity and '痛苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
煩惱,自,1,'煩惱' is a noun entity and '自' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
爸爸,活該,1,'爸爸' is a noun entity and '活該' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
爸爸,覺得,1,'爸爸' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
片段,直接,1,'片段' is a noun entity and '直接' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
版,平靜,1,'版' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
版,覺知,1,'版' is a noun entity and '覺知' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
版本,好聽,1,'版本' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
狀態,完身,1,'狀態' is a noun entity and '完身' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
環境,感悟,1,'環境' is a noun entity and '感悟' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
環境,清淨,1,'環境' is a noun entity and '清淨' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
生活,知道,1,'生活' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
男,好,1,'男' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
男,小,1,'男' is a noun entity and '小' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
男,老,1,'男' is a noun entity and '老' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
畫面,好,1,'畫面' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
白色,帥,1,'白色' is a noun entity and '帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
眼界,平靜,1,'眼界' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
眼界,開闊,1,'眼界' is a noun entity and '開闊' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
眼眶,莫名,1,'眼眶' is a noun entity and '莫名' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
眾生,願,1,'眾生' is a noun entity and '願' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
社會,感受到,1,'社會' is a noun entity and '感受到' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
社會,複雜,1,'社會' is a noun entity and '複雜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
祝福,大,1,'祝福' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
神仙,好看,1,'神仙' is a noun entity and '好看' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
神仙,好聽,1,'神仙' is a noun entity and '好聽' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
神仙,感謝,1,'神仙' is a noun entity and '感謝' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
神仙類,感覺,1,'神仙類' is a noun entity and '感覺' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
神仙類,適合,1,'神仙類' is a noun entity and '適合' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
神佛,升級,1,'神佛' is a noun entity and '升級' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
